"caminho","tipo","objetivo","disciplina","classificação","página","serviço","prioridade","esforço","risco"
"storage/content/oab/25-exame/provas/caderno-de-provas-direito-empresarial-porto-alegre-rs-4qsfvz.pdf","prova PDF","OAB","Direito Empresarial","pronto para conectar","Provas","provasService/storage público","Alta","médio","médio"
"storage/content/oab/25-exame/provas/caderno-de-provas-direito-penal-1kq6ok.pdf","prova PDF","OAB","Direito Penal","pronto para conectar","Provas","provasService/storage público","Alta","médio","alto"
"storage/content/oab/25-exame/provas/caderno-de-provas-direito-penal-porto-alegre-rs-i3r0q9.pdf","prova PDF","OAB","Direito Penal","pronto para conectar","Provas","provasService/storage público","Alta","médio","alto"
"storage/content/oab/25-exame/provas/caderno-de-provas-direito-tributario-1hjvkm.pdf","prova PDF","OAB","Direito Tributário","pronto para conectar","Provas","provasService/storage público","Alta","médio","médio"
"storage/content/oab/25-exame/provas/caderno-de-provas-direito-tributario-porto-alegre-rs-1jgoh7.pdf","prova PDF","OAB","Direito Tributário","pronto para conectar","Provas","provasService/storage público","Alta","médio","médio"
"storage/content/oab/25-exame/questoes/questoes-extraidas.json","banco de questões","OAB","Ética Profissional","precisa de revisão pedagógica","Biblioteca","bibliotecaService","Média","médio","médio"
"storage/content/oab/26-exame/gabaritos/gabaritos-preliminares-da-prova-objetiva-1-fase-atualizado-em-06.08.2018-1sxrjv.pdf","gabarito/padrão de resposta","OAB","","precisa de taxonomia","Provas","provasService/storage público","Alta","médio","médio"
"storage/content/oab/26-exame/metadata.json","container pedagógico","OAB","","precisa de taxonomia","Biblioteca","bibliotecaService","Média","médio","médio"
"storage/content/oab/26-exame/provas/caderno-de-prova-tipo-1-8hrwbk.pdf","prova PDF","OAB","","precisa de taxonomia","Provas","provasService/storage público","Alta","médio","médio"
"storage/content/oab/26-exame/provas/caderno-de-prova-tipo-2-y20qzm.pdf","prova PDF","OAB","","precisa de taxonomia","Provas","provasService/storage público","Alta","médio","médio"
"storage/content/oab/26-exame/provas/caderno-de-prova-tipo-3-1aeey7.pdf","prova PDF","OAB","","precisa de taxonomia","Provas","provasService/storage público","Alta","médio","médio"
"storage/content/oab/26-exame/provas/caderno-de-prova-tipo-4-135evz.pdf","prova PDF","OAB","","precisa de taxonomia","Provas","provasService/storage público","Alta","médio","médio"
"storage/content/oab/26-exame/provas/caderno-de-provas-direito-administrativo-1s4jjy.pdf","prova PDF","OAB","Direito Administrativo","pronto para conectar","Provas","provasService/storage público","Alta","médio","médio"
"storage/content/oab/26-exame/provas/caderno-de-provas-direito-civil-9ltbgf.pdf","prova PDF","OAB","","precisa de taxonomia","Provas","provasService/storage público","Alta","médio","médio"
"storage/content/oab/26-exame/provas/caderno-de-provas-direito-constitucional-5rajdq.pdf","prova PDF","OAB","Direito Constitucional","pronto para conectar","Provas","provasService/storage público","Alta","médio","alto"
"storage/content/oab/26-exame/provas/caderno-de-provas-direito-do-trabalho-1aiohq.pdf","prova PDF","OAB","","precisa de taxonomia","Provas","provasService/storage público","Alta","médio","médio"
"storage/content/oab/26-exame/provas/caderno-de-provas-direito-empresarial-1knu8b.pdf","prova PDF","OAB","Direito Empresarial","pronto para conectar","Provas","provasService/storage público","Alta","médio","médio"
"storage/content/oab/26-exame/provas/caderno-de-provas-direito-penal-q3hxlz.pdf","prova PDF","OAB","Direito Penal","pronto para conectar","Provas","provasService/storage público","Alta","médio","alto"
"storage/content/oab/26-exame/provas/caderno-de-provas-direito-tributario-i6gfn5.pdf","prova PDF","OAB","Direito Tributário","pronto para conectar","Provas","provasService/storage público","Alta","médio","médio"
"storage/content/oab/26-exame/questoes/questoes-extraidas.json","banco de questões","OAB","Ética Profissional","precisa de revisão pedagógica","Biblioteca","bibliotecaService","Média","médio","médio"
"storage/content/oab/27-exame/gabaritos/gabaritos-preliminares-da-prova-objetiva-1-fase-retificado-em-19.11.2018-13i9pd.pdf","gabarito/padrão de resposta","OAB","","precisa de taxonomia","Provas","provasService/storage público","Alta","médio","médio"
"storage/content/oab/27-exame/metadata.json","container pedagógico","OAB","","precisa de taxonomia","Biblioteca","bibliotecaService","Média","médio","médio"
"storage/content/oab/27-exame/provas/caderno-de-prova-tipo-1-n8lbvy.pdf","prova PDF","OAB","","precisa de taxonomia","Provas","provasService/storage público","Alta","médio","médio"
"storage/content/oab/27-exame/provas/caderno-de-prova-tipo-2-7pcpql.pdf","prova PDF","OAB","","precisa de taxonomia","Provas","provasService/storage público","Alta","médio","médio"
"storage/content/oab/27-exame/provas/caderno-de-prova-tipo-3-2oor9w.pdf","prova PDF","OAB","","precisa de taxonomia","Provas","provasService/storage público","Alta","médio","médio"
"storage/content/oab/27-exame/provas/caderno-de-prova-tipo-4-19v5tb.pdf","prova PDF","OAB","","precisa de taxonomia","Provas","provasService/storage público","Alta","médio","médio"
"storage/content/oab/27-exame/provas/caderno-de-provas-direito-administrativo-1yux7c.pdf","prova PDF","OAB","Direito Administrativo","pronto para conectar","Provas","provasService/storage público","Alta","médio","médio"
"storage/content/oab/27-exame/provas/caderno-de-provas-direito-civil-9u08je.pdf","prova PDF","OAB","","precisa de taxonomia","Provas","provasService/storage público","Alta","médio","médio"
"storage/content/oab/27-exame/provas/caderno-de-provas-direito-constitucional-1mdcos.pdf","prova PDF","OAB","Direito Constitucional","pronto para conectar","Provas","provasService/storage público","Alta","médio","alto"
"storage/content/oab/27-exame/provas/caderno-de-provas-direito-do-trabalho-lb0oyy.pdf","prova PDF","OAB","","precisa de taxonomia","Provas","provasService/storage público","Alta","médio","médio"
"storage/content/oab/27-exame/provas/caderno-de-provas-direito-empresarial-6uvocn.pdf","prova PDF","OAB","Direito Empresarial","pronto para conectar","Provas","provasService/storage público","Alta","médio","médio"
"storage/content/oab/27-exame/provas/caderno-de-provas-direito-penal-zvkr8.pdf","prova PDF","OAB","Direito Penal","pronto para conectar","Provas","provasService/storage público","Alta","médio","alto"
"storage/content/oab/27-exame/provas/caderno-de-provas-direito-tributario-18qc4f.pdf","prova PDF","OAB","Direito Tributário","pronto para conectar","Provas","provasService/storage público","Alta","médio","médio"
"storage/content/oab/27-exame/questoes/questoes-extraidas.json","banco de questões","OAB","Ética Profissional","precisa de revisão pedagógica","Biblioteca","bibliotecaService","Média","médio","médio"
"storage/content/oab/28-exame/gabaritos/gabaritos-preliminares-da-prova-objetiva-1-fase-retificado-em-19.03.2019-166b6o.pdf","gabarito/padrão de resposta","OAB","","precisa de taxonomia","Provas","provasService/storage público","Alta","médio","médio"
"storage/content/oab/28-exame/metadata.json","container pedagógico","OAB","","precisa de taxonomia","Biblioteca","bibliotecaService","Média","médio","médio"
"storage/content/oab/28-exame/provas/caderno-de-prova-tipo-1-5ejlci.pdf","prova PDF","OAB","","precisa de taxonomia","Provas","provasService/storage público","Alta","médio","médio"
"storage/content/oab/28-exame/provas/caderno-de-prova-tipo-2-4wwn2u.pdf","prova PDF","OAB","","precisa de taxonomia","Provas","provasService/storage público","Alta","médio","médio"
"storage/content/oab/28-exame/provas/caderno-de-prova-tipo-3-xocsfv.pdf","prova PDF","OAB","","precisa de taxonomia","Provas","provasService/storage público","Alta","médio","médio"
"storage/content/oab/28-exame/provas/caderno-de-prova-tipo-4-umqj1v.pdf","prova PDF","OAB","","precisa de taxonomia","Provas","provasService/storage público","Alta","médio","médio"
"storage/content/oab/28-exame/provas/caderno-de-provas-direito-administrativo-9zp750.pdf","prova PDF","OAB","Direito Administrativo","pronto para conectar","Provas","provasService/storage público","Alta","médio","médio"
"storage/content/oab/28-exame/provas/caderno-de-provas-direito-civil-fe8wt0.pdf","prova PDF","OAB","","precisa de taxonomia","Provas","provasService/storage público","Alta","médio","médio"
"storage/content/oab/28-exame/provas/caderno-de-provas-direito-constitucional-1yx6il.pdf","prova PDF","OAB","Direito Constitucional","pronto para conectar","Provas","provasService/storage público","Alta","médio","alto"
"storage/content/oab/28-exame/provas/caderno-de-provas-direito-do-trabalho-1r2aor.pdf","prova PDF","OAB","","precisa de taxonomia","Provas","provasService/storage público","Alta","médio","médio"
"storage/content/oab/28-exame/provas/caderno-de-provas-direito-empresarial-1n2l2q.pdf","prova PDF","OAB","Direito Empresarial","pronto para conectar","Provas","provasService/storage público","Alta","médio","médio"
"storage/content/oab/28-exame/provas/caderno-de-provas-direito-penal-8yd7j7.pdf","prova PDF","OAB","Direito Penal","pronto para conectar","Provas","provasService/storage público","Alta","médio","alto"
"storage/content/oab/28-exame/provas/caderno-de-provas-direito-tributario-1uktuz.pdf","prova PDF","OAB","Direito Tributário","pronto para conectar","Provas","provasService/storage público","Alta","médio","médio"
"storage/content/oab/28-exame/questoes/questoes-extraidas.json","banco de questões","OAB","Ética Profissional","precisa de revisão pedagógica","Biblioteca","bibliotecaService","Média","médio","médio"
"storage/content/oab/29-exame/gabaritos/gabaritos-preliminares-da-prova-objetiva-1-fase-fayxg3.pdf","gabarito/padrão de resposta","OAB","","precisa de taxonomia","Provas","provasService/storage público","Alta","médio","médio"
"storage/content/oab/29-exame/metadata.json","container pedagógico","OAB","","precisa de taxonomia","Biblioteca","bibliotecaService","Média","médio","médio"
"storage/content/oab/29-exame/provas/caderno-de-prova-tipo-1-gajlkk.pdf","prova PDF","OAB","","precisa de taxonomia","Provas","provasService/storage público","Alta","médio","médio"
"storage/content/oab/29-exame/provas/caderno-de-prova-tipo-2-8cy85q.pdf","prova PDF","OAB","","precisa de taxonomia","Provas","provasService/storage público","Alta","médio","médio"
"storage/content/oab/29-exame/provas/caderno-de-prova-tipo-3-78hsv9.pdf","prova PDF","OAB","","precisa de taxonomia","Provas","provasService/storage público","Alta","médio","médio"
"storage/content/oab/29-exame/provas/caderno-de-prova-tipo-4-cd4l9.pdf","prova PDF","OAB","","precisa de taxonomia","Provas","provasService/storage público","Alta","médio","médio"
"storage/content/oab/29-exame/provas/caderno-de-provas-direito-administrativo-3ng1vl.pdf","prova PDF","OAB","Direito Administrativo","pronto para conectar","Provas","provasService/storage público","Alta","médio","médio"
"storage/content/oab/29-exame/provas/caderno-de-provas-direito-civil-f9okl3.pdf","prova PDF","OAB","","precisa de taxonomia","Provas","provasService/storage público","Alta","médio","médio"
"storage/content/oab/29-exame/provas/caderno-de-provas-direito-constitucional-1lceft.pdf","prova PDF","OAB","Direito Constitucional","pronto para conectar","Provas","provasService/storage público","Alta","médio","alto"
"storage/content/oab/29-exame/provas/caderno-de-provas-direito-do-trabalho-p4aere.pdf","prova PDF","OAB","","precisa de taxonomia","Provas","provasService/storage público","Alta","médio","médio"
"storage/content/oab/29-exame/provas/caderno-de-provas-direito-empresarial-v7rzq9.pdf","prova PDF","OAB","Direito Empresarial","pronto para conectar","Provas","provasService/storage público","Alta","médio","médio"
"storage/content/oab/29-exame/provas/caderno-de-provas-direito-penal-1au4t8.pdf","prova PDF","OAB","Direito Penal","pronto para conectar","Provas","provasService/storage público","Alta","médio","alto"
"storage/content/oab/29-exame/provas/caderno-de-provas-direito-tributario-f8b41f.pdf","prova PDF","OAB","Direito Tributário","pronto para conectar","Provas","provasService/storage público","Alta","médio","médio"
"storage/content/oab/29-exame/questoes/questoes-extraidas.json","banco de questões","OAB","Ética Profissional","precisa de revisão pedagógica","Biblioteca","bibliotecaService","Média","médio","médio"
"storage/content/oab/30-exame/gabaritos/gabaritos-preliminares-da-prova-objetiva-1-fase-1le03g.pdf","gabarito/padrão de resposta","OAB","","precisa de taxonomia","Provas","provasService/storage público","Alta","médio","médio"
"storage/content/oab/30-exame/metadata.json","container pedagógico","OAB","","precisa de taxonomia","Biblioteca","bibliotecaService","Média","médio","médio"
"storage/content/oab/30-exame/provas/caderno-de-prova-tipo-1-1lsa72.pdf","prova PDF","OAB","","precisa de taxonomia","Provas","provasService/storage público","Alta","médio","médio"
"storage/content/oab/30-exame/provas/caderno-de-prova-tipo-2-n956uf.pdf","prova PDF","OAB","","precisa de taxonomia","Provas","provasService/storage público","Alta","médio","médio"
"storage/content/oab/30-exame/provas/caderno-de-prova-tipo-3-5pmnsc.pdf","prova PDF","OAB","","precisa de taxonomia","Provas","provasService/storage público","Alta","médio","médio"
"storage/content/oab/30-exame/provas/caderno-de-prova-tipo-4-7hamwx.pdf","prova PDF","OAB","","precisa de taxonomia","Provas","provasService/storage público","Alta","médio","médio"
"storage/content/oab/30-exame/provas/caderno-de-provas-direito-administrativo-1vyk4e.pdf","prova PDF","OAB","Direito Administrativo","pronto para conectar","Provas","provasService/storage público","Alta","médio","médio"
"storage/content/oab/30-exame/provas/caderno-de-provas-direito-civil-1i3n85.pdf","prova PDF","OAB","","precisa de taxonomia","Provas","provasService/storage público","Alta","médio","médio"
"storage/content/oab/30-exame/provas/caderno-de-provas-direito-constitucional-1j4lun.pdf","prova PDF","OAB","Direito Constitucional","pronto para conectar","Provas","provasService/storage público","Alta","médio","alto"
"storage/content/oab/30-exame/provas/caderno-de-provas-direito-do-trabalho-1ilxej.pdf","prova PDF","OAB","","precisa de taxonomia","Provas","provasService/storage público","Alta","médio","médio"
"storage/content/oab/30-exame/provas/caderno-de-provas-direito-empresarial-g6wvnn.pdf","prova PDF","OAB","Direito Empresarial","pronto para conectar","Provas","provasService/storage público","Alta","médio","médio"
"storage/content/oab/30-exame/provas/caderno-de-provas-direito-penal-1x1q9s.pdf","prova PDF","OAB","Direito Penal","pronto para conectar","Provas","provasService/storage público","Alta","médio","alto"
"storage/content/oab/30-exame/provas/caderno-de-provas-direito-tributario-9axzpg.pdf","prova PDF","OAB","Direito Tributário","pronto para conectar","Provas","provasService/storage público","Alta","médio","médio"
"storage/content/oab/30-exame/questoes/questoes-extraidas.json","banco de questões","OAB","Ética Profissional","precisa de revisão pedagógica","Biblioteca","bibliotecaService","Média","médio","médio"
"storage/content/oab/31-exame/gabaritos/gabaritos-preliminares-da-prova-objetiva-1-fase-1erk02.pdf","gabarito/padrão de resposta","OAB","","precisa de taxonomia","Provas","provasService/storage público","Alta","médio","médio"
"storage/content/oab/31-exame/metadata.json","container pedagógico","OAB","","precisa de taxonomia","Biblioteca","bibliotecaService","Média","médio","médio"
"storage/content/oab/31-exame/provas/caderno-de-prova-tipo-1-1ms0lm.pdf","prova PDF","OAB","","precisa de taxonomia","Provas","provasService/storage público","Alta","médio","médio"
"storage/content/oab/31-exame/provas/caderno-de-prova-tipo-2-14ld50.pdf","prova PDF","OAB","","precisa de taxonomia","Provas","provasService/storage público","Alta","médio","médio"
"storage/content/oab/31-exame/provas/caderno-de-prova-tipo-3-xub3jg.pdf","prova PDF","OAB","","precisa de taxonomia","Provas","provasService/storage público","Alta","médio","médio"
"storage/content/oab/31-exame/provas/caderno-de-prova-tipo-4-1kcpbi.pdf","prova PDF","OAB","","precisa de taxonomia","Provas","provasService/storage público","Alta","médio","médio"
"storage/content/oab/31-exame/provas/caderno-de-provas-direito-administrativo-1i6edv.pdf","prova PDF","OAB","Direito Administrativo","pronto para conectar","Provas","provasService/storage público","Alta","médio","médio"
"storage/content/oab/31-exame/provas/caderno-de-provas-direito-civil-qxd1xx.pdf","prova PDF","OAB","","precisa de taxonomia","Provas","provasService/storage público","Alta","médio","médio"
"storage/content/oab/31-exame/provas/caderno-de-provas-direito-constitucional-1ely8n.pdf","prova PDF","OAB","Direito Constitucional","pronto para conectar","Provas","provasService/storage público","Alta","médio","alto"
"storage/content/oab/31-exame/provas/caderno-de-provas-direito-do-trabalho-hb3ran.pdf","prova PDF","OAB","","precisa de taxonomia","Provas","provasService/storage público","Alta","médio","médio"
"storage/content/oab/31-exame/provas/caderno-de-provas-direito-penal-cwo9j3.pdf","prova PDF","OAB","Direito Penal","pronto para conectar","Provas","provasService/storage público","Alta","médio","alto"
"storage/content/oab/31-exame/provas/caderno-de-provas-direito-tributario-1f97vb.pdf","prova PDF","OAB","Direito Tributário","pronto para conectar","Provas","provasService/storage público","Alta","médio","médio"
"storage/content/oab/31-exame/provas/caderno-de-provas-direitoempresarial-1prl0e.pdf","prova PDF","OAB","Direito Empresarial","pronto para conectar","Provas","provasService/storage público","Alta","médio","médio"
"storage/content/oab/31-exame/questoes/questoes-extraidas.json","banco de questões","OAB","Ética Profissional","precisa de revisão pedagógica","Biblioteca","bibliotecaService","Média","médio","médio"
"storage/content/oab/32-exame/gabaritos/gabaritos-preliminares-da-prova-objetiva-1-fase-9lok8x.pdf","gabarito/padrão de resposta","OAB","","precisa de taxonomia","Provas","provasService/storage público","Alta","médio","médio"
"storage/content/oab/32-exame/metadata.json","container pedagógico","OAB","","precisa de taxonomia","Biblioteca","bibliotecaService","Média","médio","médio"
"storage/content/oab/32-exame/provas/caderno-de-prova-tipo-1-1myk9o.pdf","prova PDF","OAB","","precisa de taxonomia","Provas","provasService/storage público","Alta","médio","médio"
"storage/content/oab/32-exame/provas/caderno-de-prova-tipo-2-1fk70e.pdf","prova PDF","OAB","","precisa de taxonomia","Provas","provasService/storage público","Alta","médio","médio"
"storage/content/oab/32-exame/provas/caderno-de-prova-tipo-3-1q01vp.pdf","prova PDF","OAB","","precisa de taxonomia","Provas","provasService/storage público","Alta","médio","médio"
"storage/content/oab/32-exame/provas/caderno-de-prova-tipo-4-9n0css.pdf","prova PDF","OAB","","precisa de taxonomia","Provas","provasService/storage público","Alta","médio","médio"
"storage/content/oab/32-exame/provas/caderno-de-provas-direito-administrativo-qp9rwz.pdf","prova PDF","OAB","Direito Administrativo","pronto para conectar","Provas","provasService/storage público","Alta","médio","médio"
"storage/content/oab/32-exame/provas/caderno-de-provas-direito-civil-g2e3i9.pdf","prova PDF","OAB","","precisa de taxonomia","Provas","provasService/storage público","Alta","médio","médio"
"storage/content/oab/32-exame/provas/caderno-de-provas-direito-constitucional-1lzpq9.pdf","prova PDF","OAB","Direito Constitucional","pronto para conectar","Provas","provasService/storage público","Alta","médio","alto"
"storage/content/oab/32-exame/provas/caderno-de-provas-direito-do-trabalho-10i30n.pdf","prova PDF","OAB","","precisa de taxonomia","Provas","provasService/storage público","Alta","médio","médio"
"storage/content/oab/32-exame/provas/caderno-de-provas-direito-empresarial-1sy2qx.pdf","prova PDF","OAB","Direito Empresarial","pronto para conectar","Provas","provasService/storage público","Alta","médio","médio"
"storage/content/oab/32-exame/provas/caderno-de-provas-direito-penal-vv5nam.pdf","prova PDF","OAB","Direito Penal","pronto para conectar","Provas","provasService/storage público","Alta","médio","alto"
"storage/content/oab/32-exame/provas/caderno-de-provas-direito-tributario-5du0fk.pdf","prova PDF","OAB","Direito Tributário","pronto para conectar","Provas","provasService/storage público","Alta","médio","médio"
"storage/content/oab/32-exame/questoes/questoes-extraidas.json","banco de questões","OAB","Ética Profissional","precisa de revisão pedagógica","Biblioteca","bibliotecaService","Média","médio","médio"
"storage/content/oab/33-exame/gabaritos/gabaritos-preliminares-da-prova-objetiva-1-fase-1tizcj.pdf","gabarito/padrão de resposta","OAB","","precisa de taxonomia","Provas","provasService/storage público","Alta","médio","médio"
"storage/content/oab/33-exame/metadata.json","container pedagógico","OAB","","precisa de taxonomia","Biblioteca","bibliotecaService","Média","médio","médio"
"storage/content/oab/33-exame/provas/caderno-de-prova-tipo-1-18f7of.pdf","prova PDF","OAB","","precisa de taxonomia","Provas","provasService/storage público","Alta","médio","médio"
"storage/content/oab/33-exame/provas/caderno-de-prova-tipo-2-15dfgu.pdf","prova PDF","OAB","","precisa de taxonomia","Provas","provasService/storage público","Alta","médio","médio"
"storage/content/oab/33-exame/provas/caderno-de-prova-tipo-3-9abch8.pdf","prova PDF","OAB","","precisa de taxonomia","Provas","provasService/storage público","Alta","médio","médio"
"storage/content/oab/33-exame/provas/caderno-de-prova-tipo-4-rmxmy4.pdf","prova PDF","OAB","","precisa de taxonomia","Provas","provasService/storage público","Alta","médio","médio"
"storage/content/oab/33-exame/provas/caderno-de-provas-direito-administrativo-16ekz3.pdf","prova PDF","OAB","Direito Administrativo","pronto para conectar","Provas","provasService/storage público","Alta","médio","médio"
"storage/content/oab/33-exame/provas/caderno-de-provas-direito-civil-oa0htn.pdf","prova PDF","OAB","","precisa de taxonomia","Provas","provasService/storage público","Alta","médio","médio"
"storage/content/oab/33-exame/provas/caderno-de-provas-direito-constitucional-15tzce.pdf","prova PDF","OAB","Direito Constitucional","pronto para conectar","Provas","provasService/storage público","Alta","médio","alto"
"storage/content/oab/33-exame/provas/caderno-de-provas-direito-do-trabalho-1iswlt.pdf","prova PDF","OAB","","precisa de taxonomia","Provas","provasService/storage público","Alta","médio","médio"
"storage/content/oab/33-exame/provas/caderno-de-provas-direito-empresarial-1kpmni.pdf","prova PDF","OAB","Direito Empresarial","pronto para conectar","Provas","provasService/storage público","Alta","médio","médio"
"storage/content/oab/33-exame/provas/caderno-de-provas-direito-penal-1w28mp.pdf","prova PDF","OAB","Direito Penal","pronto para conectar","Provas","provasService/storage público","Alta","médio","alto"
"storage/content/oab/33-exame/provas/caderno-de-provas-direito-tributario-i65xgw.pdf","prova PDF","OAB","Direito Tributário","pronto para conectar","Provas","provasService/storage público","Alta","médio","médio"
"storage/content/oab/33-exame/questoes/questoes-extraidas.json","banco de questões","OAB","Ética Profissional","precisa de revisão pedagógica","Biblioteca","bibliotecaService","Média","médio","médio"
"storage/content/oab/34-exame/gabaritos/gabaritos-preliminares-da-prova-objetiva-1-fase-1agp71.pdf","gabarito/padrão de resposta","OAB","","precisa de taxonomia","Provas","provasService/storage público","Alta","médio","médio"
"storage/content/oab/34-exame/metadata.json","container pedagógico","OAB","","precisa de taxonomia","Biblioteca","bibliotecaService","Média","médio","médio"
"storage/content/oab/34-exame/provas/caderno-de-prova-tipo-1-1jguo5.pdf","prova PDF","OAB","","precisa de taxonomia","Provas","provasService/storage público","Alta","médio","médio"
"storage/content/oab/34-exame/provas/caderno-de-prova-tipo-2-jlbjkm.pdf","prova PDF","OAB","","precisa de taxonomia","Provas","provasService/storage público","Alta","médio","médio"
"storage/content/oab/34-exame/provas/caderno-de-prova-tipo-3-xoxh9o.pdf","prova PDF","OAB","","precisa de taxonomia","Provas","provasService/storage público","Alta","médio","médio"
"storage/content/oab/34-exame/provas/caderno-de-prova-tipo-4-8xkmxz.pdf","prova PDF","OAB","","precisa de taxonomia","Provas","provasService/storage público","Alta","médio","médio"
"storage/content/oab/34-exame/provas/caderno-de-provas-direito-administrativo-1atduw.pdf","prova PDF","OAB","Direito Administrativo","pronto para conectar","Provas","provasService/storage público","Alta","médio","médio"
"storage/content/oab/34-exame/provas/caderno-de-provas-direito-civil-1h9pe5.pdf","prova PDF","OAB","","precisa de taxonomia","Provas","provasService/storage público","Alta","médio","médio"
"storage/content/oab/34-exame/provas/caderno-de-provas-direito-constitucional-1w79jv.pdf","prova PDF","OAB","Direito Constitucional","pronto para conectar","Provas","provasService/storage público","Alta","médio","alto"
"storage/content/oab/34-exame/provas/caderno-de-provas-direito-do-trabalho-1m08fy.pdf","prova PDF","OAB","","precisa de taxonomia","Provas","provasService/storage público","Alta","médio","médio"
"storage/content/oab/34-exame/provas/caderno-de-provas-direito-empresarial-jc6r5q.pdf","prova PDF","OAB","Direito Empresarial","pronto para conectar","Provas","provasService/storage público","Alta","médio","médio"
"storage/content/oab/34-exame/provas/caderno-de-provas-direito-penal-vevdr9.pdf","prova PDF","OAB","Direito Penal","pronto para conectar","Provas","provasService/storage público","Alta","médio","alto"
"storage/content/oab/34-exame/provas/caderno-de-provas-direito-tributario-19u313.pdf","prova PDF","OAB","Direito Tributário","pronto para conectar","Provas","provasService/storage público","Alta","médio","médio"
"storage/content/oab/34-exame/questoes/questoes-extraidas.json","banco de questões","OAB","Ética Profissional","precisa de revisão pedagógica","Biblioteca","bibliotecaService","Média","médio","médio"
"storage/content/oab/35-exame/gabaritos/gabaritos-definitivos-da-prova-objetiva-1-fase-1u4p9v.pdf","gabarito/padrão de resposta","OAB","","precisa de taxonomia","Provas","provasService/storage público","Alta","médio","médio"
"storage/content/oab/35-exame/gabaritos/gabaritos-preliminares-da-prova-objetiva-1-fase-4qo4e2.pdf","gabarito/padrão de resposta","OAB","","precisa de taxonomia","Provas","provasService/storage público","Alta","médio","médio"
"storage/content/oab/35-exame/metadata.json","container pedagógico","OAB","","precisa de taxonomia","Biblioteca","bibliotecaService","Média","médio","médio"
"storage/content/oab/35-exame/provas/caderno-de-prova-tipo-1-1rapti.pdf","prova PDF","OAB","","precisa de taxonomia","Provas","provasService/storage público","Alta","médio","médio"
"storage/content/oab/35-exame/provas/caderno-de-prova-tipo-2-meazhj.pdf","prova PDF","OAB","","precisa de taxonomia","Provas","provasService/storage público","Alta","médio","médio"
"storage/content/oab/35-exame/provas/caderno-de-prova-tipo-3-nvwvch.pdf","prova PDF","OAB","","precisa de taxonomia","Provas","provasService/storage público","Alta","médio","médio"
"storage/content/oab/35-exame/provas/caderno-de-prova-tipo-4-1y2v37.pdf","prova PDF","OAB","","precisa de taxonomia","Provas","provasService/storage público","Alta","médio","médio"
"storage/content/oab/35-exame/provas/caderno-de-provas-direito-administrativo-151bph.pdf","prova PDF","OAB","Direito Administrativo","pronto para conectar","Provas","provasService/storage público","Alta","médio","médio"
"storage/content/oab/35-exame/provas/caderno-de-provas-direito-civil-1js7w3.pdf","prova PDF","OAB","","precisa de taxonomia","Provas","provasService/storage público","Alta","médio","médio"
"storage/content/oab/35-exame/provas/caderno-de-provas-direito-constitucional-ayslrl.pdf","prova PDF","OAB","Direito Constitucional","pronto para conectar","Provas","provasService/storage público","Alta","médio","alto"
"storage/content/oab/35-exame/provas/caderno-de-provas-direito-do-trabalho-1gv26a.pdf","prova PDF","OAB","","precisa de taxonomia","Provas","provasService/storage público","Alta","médio","médio"
"storage/content/oab/35-exame/provas/caderno-de-provas-direito-empresarial-l5j3rs.pdf","prova PDF","OAB","Direito Empresarial","pronto para conectar","Provas","provasService/storage público","Alta","médio","médio"
"storage/content/oab/35-exame/provas/caderno-de-provas-direito-penal-s9kvrg.pdf","prova PDF","OAB","Direito Penal","pronto para conectar","Provas","provasService/storage público","Alta","médio","alto"
"storage/content/oab/35-exame/provas/caderno-de-provas-direito-tributario-1cx9t0.pdf","prova PDF","OAB","Direito Tributário","pronto para conectar","Provas","provasService/storage público","Alta","médio","médio"
"storage/content/oab/35-exame/questoes/questoes-extraidas.json","banco de questões","OAB","Ética Profissional","precisa de revisão pedagógica","Biblioteca","bibliotecaService","Média","médio","médio"
"storage/content/oab/36-exame/gabaritos/gabaritos-definitivos-da-prova-objetiva-1-fase-1138md.pdf","gabarito/padrão de resposta","OAB","","precisa de taxonomia","Provas","provasService/storage público","Alta","médio","médio"
"storage/content/oab/36-exame/gabaritos/gabaritos-preliminares-da-prova-objetiva-1-fase-ip29f5.pdf","gabarito/padrão de resposta","OAB","","precisa de taxonomia","Provas","provasService/storage público","Alta","médio","médio"
"storage/content/oab/36-exame/metadata.json","container pedagógico","OAB","","precisa de taxonomia","Biblioteca","bibliotecaService","Média","médio","médio"
"storage/content/oab/36-exame/provas/caderno-de-prova-tipo-1-16vl03.pdf","prova PDF","OAB","","precisa de taxonomia","Provas","provasService/storage público","Alta","médio","médio"
"storage/content/oab/36-exame/provas/caderno-de-prova-tipo-2-10xnc6.pdf","prova PDF","OAB","","precisa de taxonomia","Provas","provasService/storage público","Alta","médio","médio"
"storage/content/oab/36-exame/provas/caderno-de-prova-tipo-3-ttft6y.pdf","prova PDF","OAB","","precisa de taxonomia","Provas","provasService/storage público","Alta","médio","médio"
"storage/content/oab/36-exame/provas/caderno-de-prova-tipo-4-ldtu5.pdf","prova PDF","OAB","","precisa de taxonomia","Provas","provasService/storage público","Alta","médio","médio"
"storage/content/oab/36-exame/provas/caderno-de-provas-direito-administrativo-bypn8y.pdf","prova PDF","OAB","Direito Administrativo","pronto para conectar","Provas","provasService/storage público","Alta","médio","médio"
