"Nome do arquivo","Tipo de arquivo","Disciplina","Assunto","Tópicos do edital atendidos","Situação","Nível de cobertura","Atualização necessária","Problemas encontrados","Ação recomendada","Prioridade"
"storage/content/militar/pm-pb-soldado-pm-combatente-2023-ibfc/provas/pm-pb-soldado-pm-combatente-2023-ibfc-prova.pdf","PDF","Língua Portuguesa","pm-pb-soldado-pm-combatente-2023-ibfc-prova","Conhecimentos Gerais > Língua Portuguesa","pronto para entrar na plataforma","baixo","Validar aderência quando o edital oficial for anexado","Nenhum problema crítico detectado","Complementar teoria, questões e revisão.","Média"
"storage/content/militar/pmal-soldado-combatente-2018-cebraspe/questoes/questoes-extraidas.json","JSON de conteúdo/questões","Língua Portuguesa","questoes-extraidas","Conhecimentos Gerais > Língua Portuguesa","pronto para entrar na plataforma","médio","Validar aderência quando o edital oficial for anexado","Nenhum problema crítico detectado","Publicar após revisão editorial rápida.","Baixa"
"storage/content/militar/pmpi-soldado-pm-2017-nucepe-uespi/gabaritos/pmpi-soldado-pm-2017-nucepe-uespi-gabarito-definitivo.pdf","PDF","Língua Portuguesa","pmpi-soldado-pm-2017-nucepe-uespi-gabarito-definitivo","Conhecimentos Gerais > Língua Portuguesa","pronto para entrar na plataforma","baixo","Validar aderência quando o edital oficial for anexado","Nenhum problema crítico detectado","Complementar teoria, questões e revisão.","Média"
"storage/content/militar/pmpi-soldado-pm-2017-nucepe-uespi/provas/pmpi-soldado-pm-2017-nucepe-uespi-prova.pdf","PDF","Língua Portuguesa","pmpi-soldado-pm-2017-nucepe-uespi-prova","Conhecimentos Gerais > Língua Portuguesa","pronto para entrar na plataforma","baixo","Validar aderência quando o edital oficial for anexado","Nenhum problema crítico detectado","Complementar teoria, questões e revisão.","Média"
"storage/content/militar/pmsp-cabo-pm-2022-fgv/provas/pmsp-cabo-pm-2022-fgv-prova.pdf","PDF","Língua Portuguesa","pmsp-cabo-pm-2022-fgv-prova","Conhecimentos Gerais > Língua Portuguesa","duplicado","baixo","Validar aderência quando o edital oficial for anexado","duplicado | duplicatas: material-provas/fgv/provas PM/cabo-pmcnm001-tipo-1.pdf","Manter a versão mais completa/recente e remover ou ocultar duplicata.","Média"
"storage/content/militar/pmsp-soldado-2017-vunesp/provas/pmsp-soldado-2017-vunesp-prova.pdf","PDF","Língua Portuguesa","pmsp-soldado-2017-vunesp-prova","Conhecimentos Gerais > Língua Portuguesa","pronto para entrar na plataforma","baixo","Validar aderência quando o edital oficial for anexado","Nenhum problema crítico detectado","Complementar teoria, questões e revisão.","Média"
"storage/content/militar/pmsp-soldado-2017-vunesp/questoes/questoes-extraidas.json","JSON de conteúdo/questões","Língua Portuguesa","questoes-extraidas","Conhecimentos Gerais > Língua Portuguesa","pronto para entrar na plataforma","médio","Validar aderência quando o edital oficial for anexado","Nenhum problema crítico detectado","Publicar após revisão editorial rápida.","Baixa"
"storage/content/militar/pmsp-soldado-2023-vunesp/provas/pmsp-soldado-2023-vunesp-prova.pdf","PDF","Língua Portuguesa","pmsp-soldado-2023-vunesp-prova","Conhecimentos Gerais > Língua Portuguesa","pronto para entrar na plataforma","baixo","Validar aderência quando o edital oficial for anexado","Nenhum problema crítico detectado","Complementar teoria, questões e revisão.","Média"
"storage/content/militar/pmsp-soldado-2023-vunesp/questoes/questoes-extraidas.json","JSON de conteúdo/questões","Língua Portuguesa","questoes-extraidas","Conhecimentos Gerais > Língua Portuguesa","pronto para entrar na plataforma","médio","Validar aderência quando o edital oficial for anexado","Nenhum problema crítico detectado","Publicar após revisão editorial rápida.","Baixa"
"storage/content/militar/pmsp-soldado-2024-fgv/provas/pmsp-soldado-2024-fgv-prova.pdf","PDF","Língua Portuguesa","pmsp-soldado-2024-fgv-prova","Conhecimentos Gerais > Língua Portuguesa","pronto para entrar na plataforma","baixo","Validar aderência quando o edital oficial for anexado","Nenhum problema crítico detectado","Complementar teoria, questões e revisão.","Média"
"storage/content/militar/pmsp-soldado-2024-fgv/questoes/questoes-extraidas.json","JSON de conteúdo/questões","Língua Portuguesa","questoes-extraidas","Conhecimentos Gerais > Língua Portuguesa","pronto para entrar na plataforma","médio","Validar aderência quando o edital oficial for anexado","Nenhum problema crítico detectado","Publicar após revisão editorial rápida.","Baixa"
"storage/content/militar/pmsp-soldado-2025-fgv/provas/pmsp-soldado-2025-fgv-prova.pdf","PDF","Língua Portuguesa","pmsp-soldado-2025-fgv-prova","Conhecimentos Gerais > Língua Portuguesa","pronto para entrar na plataforma","baixo","Validar aderência quando o edital oficial for anexado","Nenhum problema crítico detectado","Complementar teoria, questões e revisão.","Média"
"storage/content/militar/pmsp-soldado-2025-fgv/questoes/questoes-extraidas.json","JSON de conteúdo/questões","Língua Portuguesa","questoes-extraidas","Conhecimentos Gerais > Língua Portuguesa","pronto para entrar na plataforma","médio","Validar aderência quando o edital oficial for anexado","Nenhum problema crítico detectado","Publicar após revisão editorial rápida.","Baixa"
"storage/content/militar/pmto-quadro-de-pracas-da-policia-militar-2025-fgv/provas/pmto-quadro-de-pracas-da-policia-militar-2025-fgv-prova.pdf","PDF","Língua Portuguesa","pmto-quadro-de-pracas-da-policia-militar-2025-fgv-prova","Conhecimentos Gerais > Língua Portuguesa","pronto para entrar na plataforma","baixo","Validar aderência quando o edital oficial for anexado","Nenhum problema crítico detectado","Complementar teoria, questões e revisão.","Média"
"material-provas/fgv/provas PM/pmce2021_soldado_da_pm-ce_pmce01_tipo_1.pdf","PDF","Raciocínio Lógico-Matemático","pmce2021_soldado_da_pm-ce_pmce01_tipo_1","Conhecimentos Gerais > Raciocínio Lógico-Matemático","pronto para entrar na plataforma","baixo","Validar aderência quando o edital oficial for anexado","Nenhum problema crítico detectado","Complementar teoria, questões e revisão.","Média"
"material-provas/fgv/provas PM/pmce2021_soldado_da_pm-ce_pmce01_tipo_2.pdf","PDF","Raciocínio Lógico-Matemático","pmce2021_soldado_da_pm-ce_pmce01_tipo_2","Conhecimentos Gerais > Raciocínio Lógico-Matemático","pronto para entrar na plataforma","baixo","Validar aderência quando o edital oficial for anexado","Nenhum problema crítico detectado","Complementar teoria, questões e revisão.","Média"
"material-provas/fgv/provas PM/pmce2021_soldado_da_pm-ce_pmce01_tipo_3.pdf","PDF","Raciocínio Lógico-Matemático","pmce2021_soldado_da_pm-ce_pmce01_tipo_3","Conhecimentos Gerais > Raciocínio Lógico-Matemático","pronto para entrar na plataforma","baixo","Validar aderência quando o edital oficial for anexado","Nenhum problema crítico detectado","Complementar teoria, questões e revisão.","Média"
"material-provas/fgv/provas PM/pmce2021_soldado_da_pm-ce_pmce01_tipo_4.pdf","PDF","Raciocínio Lógico-Matemático","pmce2021_soldado_da_pm-ce_pmce01_tipo_4","Conhecimentos Gerais > Raciocínio Lógico-Matemático","pronto para entrar na plataforma","baixo","Validar aderência quando o edital oficial for anexado","Nenhum problema crítico detectado","Complementar teoria, questões e revisão.","Média"
"src/data/apostilas/direito-ambiental-avancado.js","apostila/módulo JS","Raciocínio Lógico-Matemático","Direito Ambiental Avançado 10/10 Plus Revisado","Conhecimentos Gerais > Raciocínio Lógico-Matemático","fora do edital","alto","Validar aderência quando o edital oficial for anexado","fora do edital PMMA provável","Arquivar fora do pacote PMMA ou manter apenas em biblioteca geral.","Baixa"
"src/data/apostilas/direito-civil-avancado.js","apostila/módulo JS","Raciocínio Lógico-Matemático","Direito Civil Avançado 10/10 Plus Revisado","Conhecimentos Gerais > Raciocínio Lógico-Matemático","fora do edital","alto","Validar aderência quando o edital oficial for anexado","fora do edital PMMA provável","Arquivar fora do pacote PMMA ou manter apenas em biblioteca geral.","Baixa"
"src/data/apostilas/direito-civil.js","apostila/módulo JS","Raciocínio Lógico-Matemático","Direito Civil — Parte Geral","Conhecimentos Gerais > Raciocínio Lógico-Matemático","fora do edital","alto","Conferir texto vigente/edital 2026","fora do edital PMMA provável | precisa atualização/verificação legislativa","Arquivar fora do pacote PMMA ou manter apenas em biblioteca geral.","Baixa"
"src/data/apostilas/direito-consumidor-avancado.js","apostila/módulo JS","Raciocínio Lógico-Matemático","Direito do Consumidor Avançado 10/10 Plus Revisado","Conhecimentos Gerais > Raciocínio Lógico-Matemático","fora do edital","alto","Validar aderência quando o edital oficial for anexado","fora do edital PMMA provável","Arquivar fora do pacote PMMA ou manter apenas em biblioteca geral.","Baixa"
"src/data/apostilas/direito-digital-lgpd-avancado.js","apostila/módulo JS","Raciocínio Lógico-Matemático","Direito Digital/LGPD Avançado 10/10 Plus Revisado","Conhecimentos Gerais > Raciocínio Lógico-Matemático","fora do edital","alto","Validar aderência quando o edital oficial for anexado","fora do edital PMMA provável","Arquivar fora do pacote PMMA ou manter apenas em biblioteca geral.","Baixa"
"src/data/apostilas/direito-eleitoral-avancado.js","apostila/módulo JS","Raciocínio Lógico-Matemático","Direito Eleitoral Avançado 10/10 Plus Revisado","Conhecimentos Gerais > Raciocínio Lógico-Matemático","fora do edital","alto","Validar aderência quando o edital oficial for anexado","fora do edital PMMA provável","Arquivar fora do pacote PMMA ou manter apenas em biblioteca geral.","Baixa"
"src/data/apostilas/direito-eleitoral.js","apostila/módulo JS","Raciocínio Lógico-Matemático","Direito Eleitoral","Conhecimentos Gerais > Raciocínio Lógico-Matemático","fora do edital","alto","Conferir texto vigente/edital 2026","fora do edital PMMA provável | precisa atualização/verificação legislativa","Arquivar fora do pacote PMMA ou manter apenas em biblioteca geral.","Baixa"
"src/data/apostilas/direito-empresarial-avancado.js","apostila/módulo JS","Raciocínio Lógico-Matemático","Direito Empresarial Avançado 10/10 Plus Revisado","Conhecimentos Gerais > Raciocínio Lógico-Matemático","fora do edital","alto","Validar aderência quando o edital oficial for anexado","fora do edital PMMA provável","Arquivar fora do pacote PMMA ou manter apenas em biblioteca geral.","Baixa"
"src/data/apostilas/direito-financeiro-avancado.js","apostila/módulo JS","Raciocínio Lógico-Matemático","Direito Financeiro Avançado 10/10 Plus Revisado","Conhecimentos Gerais > Raciocínio Lógico-Matemático","fora do edital","alto","Validar aderência quando o edital oficial for anexado","fora do edital PMMA provável","Arquivar fora do pacote PMMA ou manter apenas em biblioteca geral.","Baixa"
"src/data/apostilas/direito-internacional-avancado.js","apostila/módulo JS","Raciocínio Lógico-Matemático","Direito Internacional Avançado 10/10 Plus Revisado","Conhecimentos Gerais > Raciocínio Lógico-Matemático","fora do edital","alto","Validar aderência quando o edital oficial for anexado","fora do edital PMMA provável","Arquivar fora do pacote PMMA ou manter apenas em biblioteca geral.","Baixa"
"src/data/apostilas/direito-previdenciario-avancado.js","apostila/módulo JS","Raciocínio Lógico-Matemático","Direito Previdenciário Avançado 10/10 Plus Revisado","Conhecimentos Gerais > Raciocínio Lógico-Matemático","fora do edital","alto","Validar aderência quando o edital oficial for anexado","fora do edital PMMA provável","Arquivar fora do pacote PMMA ou manter apenas em biblioteca geral.","Baixa"
"src/data/apostilas/direito-processual-civil-avancado.js","apostila/módulo JS","Raciocínio Lógico-Matemático","Direito Processual Civil Avançado 10/10 Plus Revisado","Conhecimentos Gerais > Raciocínio Lógico-Matemático","fora do edital","alto","Validar aderência quando o edital oficial for anexado","fora do edital PMMA provável","Arquivar fora do pacote PMMA ou manter apenas em biblioteca geral.","Baixa"
"src/data/apostilas/direito-processual-civil.js","apostila/módulo JS","Raciocínio Lógico-Matemático","Direito Processual Civil","Conhecimentos Gerais > Raciocínio Lógico-Matemático","fora do edital","alto","Conferir texto vigente/edital 2026","fora do edital PMMA provável | precisa atualização/verificação legislativa","Arquivar fora do pacote PMMA ou manter apenas em biblioteca geral.","Baixa"
"src/data/apostilas/direito-processual-trabalho-avancado.js","apostila/módulo JS","Raciocínio Lógico-Matemático","Direito Processual do Trabalho Avançado 10/10 Plus Revisado","Conhecimentos Gerais > Raciocínio Lógico-Matemático","fora do edital","alto","Validar aderência quando o edital oficial for anexado","fora do edital PMMA provável","Arquivar fora do pacote PMMA ou manter apenas em biblioteca geral.","Baixa"
"src/data/apostilas/direito-trabalho-avancado.js","apostila/módulo JS","Raciocínio Lógico-Matemático","Direito do Trabalho Avançado 10/10 Plus Revisado","Conhecimentos Gerais > Raciocínio Lógico-Matemático","fora do edital","alto","Validar aderência quando o edital oficial for anexado","fora do edital PMMA provável","Arquivar fora do pacote PMMA ou manter apenas em biblioteca geral.","Baixa"
"src/data/apostilas/direito-tributario-avancado.js","apostila/módulo JS","Raciocínio Lógico-Matemático","Direito Tributário Avançado 10/10 Plus Revisado","Conhecimentos Gerais > Raciocínio Lógico-Matemático","fora do edital","alto","Validar aderência quando o edital oficial for anexado","fora do edital PMMA provável","Arquivar fora do pacote PMMA ou manter apenas em biblioteca geral.","Baixa"
"src/data/apostilas/eca-avancado.js","apostila/módulo JS","Raciocínio Lógico-Matemático","ECA Avançado 10/10 Plus Revisado","Conhecimentos Gerais > Raciocínio Lógico-Matemático","pronto para entrar na plataforma","alto","Validar aderência quando o edital oficial for anexado","Nenhum problema crítico detectado","Publicar após revisão editorial rápida.","Baixa"
"src/data/apostilas/filosofia-direito.js","apostila/módulo JS","Raciocínio Lógico-Matemático","Filosofia do Direito","Conhecimentos Gerais > Raciocínio Lógico-Matemático","fora do edital","alto","Conferir texto vigente/edital 2026","fora do edital PMMA provável | precisa atualização/verificação legislativa","Arquivar fora do pacote PMMA ou manter apenas em biblioteca geral.","Baixa"
"src/data/apostilas/matematica-basica.js","apostila/módulo JS","Raciocínio Lógico-Matemático","Matemática para PMMA","Conhecimentos Gerais > Raciocínio Lógico-Matemático","precisa atualização","alto","Conferir texto vigente/edital 2026","precisa atualização/verificação legislativa","Conferir texto vigente e atualizar antes de publicar.","Alta"
"src/data/apostilas/matematica-enem.js","apostila/módulo JS","Raciocínio Lógico-Matemático","Matemática ENEM","Conhecimentos Gerais > Raciocínio Lógico-Matemático","fora do edital","alto","Conferir texto vigente/edital 2026","fora do edital PMMA provável | precisa atualização/verificação legislativa","Arquivar fora do pacote PMMA ou manter apenas em biblioteca geral.","Baixa"
"src/data/apostilas/matematica-raciocinio-logico-avancado.js","apostila/módulo JS","Raciocínio Lógico-Matemático","Matemática e Raciocínio Lógico Avançado 10/10 Reescrito de Verdade","Conhecimentos Gerais > Raciocínio Lógico-Matemático","pronto para entrar na plataforma","alto","Validar aderência quando o edital oficial for anexado","Nenhum problema crítico detectado","Publicar após revisão editorial rápida.","Baixa"
"src/data/apostilas/oab-1fase-direito-civil.js","apostila/módulo JS","Raciocínio Lógico-Matemático","OAB 1ª Fase — Direito Civil","Conhecimentos Gerais > Raciocínio Lógico-Matemático","fora do edital","alto","Validar aderência quando o edital oficial for anexado","fora do edital PMMA provável","Arquivar fora do pacote PMMA ou manter apenas em biblioteca geral.","Baixa"
"src/data/apostilas/oab-1fase-etica-comentada.js","apostila/módulo JS","Raciocínio Lógico-Matemático","OAB 1ª Fase — Ética Comentada","Conhecimentos Gerais > Raciocínio Lógico-Matemático","fora do edital","alto","Validar aderência quando o edital oficial for anexado","fora do edital PMMA provável","Arquivar fora do pacote PMMA ou manter apenas em biblioteca geral.","Baixa"
"src/data/apostilas/oab-1fase-processo-civil.js","apostila/módulo JS","Raciocínio Lógico-Matemático","OAB 1ª Fase — Processo Civil","Conhecimentos Gerais > Raciocínio Lógico-Matemático","fora do edital","alto","Validar aderência quando o edital oficial for anexado","fora do edital PMMA provável","Arquivar fora do pacote PMMA ou manter apenas em biblioteca geral.","Baixa"
"src/data/apostilas/oab-1fase-trabalho-processo-trabalho.js","apostila/módulo JS","Raciocínio Lógico-Matemático","OAB 1ª Fase — Trabalho e Processo do Trabalho","Conhecimentos Gerais > Raciocínio Lógico-Matemático","fora do edital","alto","Validar aderência quando o edital oficial for anexado","fora do edital PMMA provável","Arquivar fora do pacote PMMA ou manter apenas em biblioteca geral.","Baixa"
"src/data/apostilas/oab-2fase-espelhos-correcao.js","apostila/módulo JS","Raciocínio Lógico-Matemático","OAB 2ª Fase — Espelhos de Correção","Conhecimentos Gerais > Raciocínio Lógico-Matemático","fora do edital","alto","Validar aderência quando o edital oficial for anexado","fora do edital PMMA provável","Arquivar fora do pacote PMMA ou manter apenas em biblioteca geral.","Baixa"
"src/data/apostilas/oab-2fase-pecas-praticas.js","apostila/módulo JS","Raciocínio Lógico-Matemático","OAB 2ª Fase — Peças Práticas","Conhecimentos Gerais > Raciocínio Lógico-Matemático","fora do edital","alto","Validar aderência quando o edital oficial for anexado","fora do edital PMMA provável","Arquivar fora do pacote PMMA ou manter apenas em biblioteca geral.","Baixa"
"src/data/apostilas/raciocinio-logico.js","apostila/módulo JS","Raciocínio Lógico-Matemático","Raciocínio Lógico para PMMA","Conhecimentos Gerais > Raciocínio Lógico-Matemático","precisa atualização","alto","Conferir texto vigente/edital 2026","precisa atualização/verificação legislativa","Conferir texto vigente e atualizar antes de publicar.","Alta"
"src/data/mockPlano.js","apostila/módulo JS","Raciocínio Lógico-Matemático","mockPlano","Conhecimentos Gerais > Raciocínio Lógico-Matemático","pronto para entrar na plataforma","baixo","Validar aderência quando o edital oficial for anexado","Nenhum problema crítico detectado","Complementar teoria, questões e revisão.","Média"
"src/data/mockQuestoes.js","apostila/módulo JS","Raciocínio Lógico-Matemático","mockQuestoes","Conhecimentos Gerais > Raciocínio Lógico-Matemático","pronto para entrar na plataforma","baixo","Validar aderência quando o edital oficial for anexado","Nenhum problema crítico detectado","Complementar teoria, questões e revisão.","Média"
"storage/content/concursos-militares/pci/report.json","JSON de conteúdo/questões","Raciocínio Lógico-Matemático","2º Tenente Bombeiro Militar","Conhecimentos Gerais > Raciocínio Lógico-Matemático","pronto para entrar na plataforma","baixo","Validar aderência quando o edital oficial for anexado","Nenhum problema crítico detectado","Complementar teoria, questões e revisão.","Média"
"storage/content/concursos-militares/pci/test-preview.json","JSON de conteúdo/questões","Raciocínio Lógico-Matemático","test-preview","Conhecimentos Gerais > Raciocínio Lógico-Matemático","pronto para entrar na plataforma","baixo","Validar aderência quando o edital oficial for anexado","Nenhum problema crítico detectado","Complementar teoria, questões e revisão.","Média"
"storage/content/fgv-local/fgv-local-report.json","JSON de conteúdo/questões","Raciocínio Lógico-Matemático","fgv-local-report","Conhecimentos Gerais > Raciocínio Lógico-Matemático","pronto para entrar na plataforma","baixo","Validar aderência quando o edital oficial for anexado","Nenhum problema crítico detectado","Complementar teoria, questões e revisão.","Média"
"storage/content/militar/cbmal-soldado-combatente-2018-cebraspe/questoes/questoes-extraidas.json","JSON de conteúdo/questões","Raciocínio Lógico-Matemático","questoes-extraidas","Conhecimentos Gerais > Raciocínio Lógico-Matemático","pronto para entrar na plataforma","médio","Validar aderência quando o edital oficial for anexado","Nenhum problema crítico detectado","Publicar após revisão editorial rápida.","Baixa"
"storage/content/militar/cbmam-soldado-bombeiro-militar-2021-fgv/questoes/questoes-extraidas.json","JSON de conteúdo/questões","Raciocínio Lógico-Matemático","questoes-extraidas","Conhecimentos Gerais > Raciocínio Lógico-Matemático","pronto para entrar na plataforma","médio","Validar aderência quando o edital oficial for anexado","Nenhum problema crítico detectado","Publicar após revisão editorial rápida.","Baixa"
"storage/content/militar/pcrj-inspetor-2021-fgv/questoes/questoes-extraidas.json","JSON de conteúdo/questões","Raciocínio Lógico-Matemático","questoes-extraidas","Conhecimentos Gerais > Raciocínio Lógico-Matemático","pronto para entrar na plataforma","médio","Validar aderência quando o edital oficial for anexado","Nenhum problema crítico detectado","Publicar após revisão editorial rápida.","Baixa"
"storage/content/militar/pm-ba-soldado-2023-fcc/questoes/questoes-extraidas.json","JSON de conteúdo/questões","Raciocínio Lógico-Matemático","questoes-extraidas","Conhecimentos Gerais > Raciocínio Lógico-Matemático","pronto para entrar na plataforma","médio","Validar aderência quando o edital oficial for anexado","Nenhum problema crítico detectado","Publicar após revisão editorial rápida.","Baixa"
"storage/content/militar/pm-pb-soldado-pm-combatente-2023-ibfc/gabaritos/pm-pb-soldado-pm-combatente-2023-ibfc-gabarito-definitivo.pdf","PDF","Raciocínio Lógico-Matemático","pm-pb-soldado-pm-combatente-2023-ibfc-gabarito-definitivo","Conhecimentos Gerais > Raciocínio Lógico-Matemático","pronto para entrar na plataforma","baixo","Validar aderência quando o edital oficial for anexado","Nenhum problema crítico detectado","Complementar teoria, questões e revisão.","Média"
"storage/content/militar/pm-pb-soldado-pm-combatente-2023-ibfc/questoes/questoes-extraidas.json","JSON de conteúdo/questões","Raciocínio Lógico-Matemático","questoes-extraidas","Conhecimentos Gerais > Raciocínio Lógico-Matemático","pronto para entrar na plataforma","médio","Validar aderência quando o edital oficial for anexado","Nenhum problema crítico detectado","Publicar após revisão editorial rápida.","Baixa"
"storage/content/militar/pm-se-soldado-pm-3a-classe-combatente-2025-selecon/provas/pm-se-soldado-pm-3a-classe-combatente-2025-selecon-prova.pdf","PDF","Raciocínio Lógico-Matemático","pm-se-soldado-pm-3a-classe-combatente-2025-selecon-prova","Conhecimentos Gerais > Raciocínio Lógico-Matemático","pronto para entrar na plataforma","baixo","Validar aderência quando o edital oficial for anexado","Nenhum problema crítico detectado","Complementar teoria, questões e revisão.","Média"
"storage/content/militar/pm-se-soldado-pm-3a-classe-combatente-2025-selecon/questoes/questoes-extraidas.json","JSON de conteúdo/questões","Raciocínio Lógico-Matemático","questoes-extraidas","Conhecimentos Gerais > Raciocínio Lógico-Matemático","pronto para entrar na plataforma","médio","Validar aderência quando o edital oficial for anexado","Nenhum problema crítico detectado","Publicar após revisão editorial rápida.","Baixa"
"storage/content/militar/pmac-oficial-combatente-2023-fgv/questoes/questoes-extraidas.json","JSON de conteúdo/questões","Raciocínio Lógico-Matemático","questoes-extraidas","Conhecimentos Gerais > Raciocínio Lógico-Matemático","pronto para entrar na plataforma","médio","Validar aderência quando o edital oficial for anexado","Nenhum problema crítico detectado","Publicar após revisão editorial rápida.","Baixa"
"storage/content/militar/pmce-soldado-2021-fgv/questoes/questoes-extraidas.json","JSON de conteúdo/questões","Raciocínio Lógico-Matemático","questoes-extraidas","Conhecimentos Gerais > Raciocínio Lógico-Matemático","pronto para entrar na plataforma","médio","Validar aderência quando o edital oficial for anexado","Nenhum problema crítico detectado","Publicar após revisão editorial rápida.","Baixa"
"storage/content/militar/pmesp-cabo-2022-fgv-local/questoes/questoes-extraidas.json","JSON de conteúdo/questões","Raciocínio Lógico-Matemático","questoes-extraidas","Conhecimentos Gerais > Raciocínio Lógico-Matemático","pronto para entrar na plataforma","médio","Validar aderência quando o edital oficial for anexado","Nenhum problema crítico detectado","Publicar após revisão editorial rápida.","Baixa"
"storage/content/militar/pmesp-sargento-2024-fgv/questoes/questoes-extraidas.json","JSON de conteúdo/questões","Raciocínio Lógico-Matemático","questoes-extraidas","Conhecimentos Gerais > Raciocínio Lógico-Matemático","pronto para entrar na plataforma","médio","Validar aderência quando o edital oficial for anexado","Nenhum problema crítico detectado","Publicar após revisão editorial rápida.","Baixa"
"storage/content/militar/pmpb-cfo-2022-fgv/questoes/questoes-extraidas.json","JSON de conteúdo/questões","Raciocínio Lógico-Matemático","questoes-extraidas","Conhecimentos Gerais > Raciocínio Lógico-Matemático","pronto para entrar na plataforma","médio","Validar aderência quando o edital oficial for anexado","Nenhum problema crítico detectado","Publicar após revisão editorial rápida.","Baixa"
"storage/content/militar/pmpi-soldado-pm-2017-nucepe-uespi/questoes/questoes-extraidas.json","JSON de conteúdo/questões","Raciocínio Lógico-Matemático","questoes-extraidas","Conhecimentos Gerais > Raciocínio Lógico-Matemático","pronto para entrar na plataforma","médio","Validar aderência quando o edital oficial for anexado","Nenhum problema crítico detectado","Publicar após revisão editorial rápida.","Baixa"
"storage/content/militar/pmsp-cabo-pm-2022-fgv/questoes/questoes-extraidas.json","JSON de conteúdo/questões","Raciocínio Lógico-Matemático","questoes-extraidas","Conhecimentos Gerais > Raciocínio Lógico-Matemático","pronto para entrar na plataforma","médio","Validar aderência quando o edital oficial for anexado","Nenhum problema crítico detectado","Publicar após revisão editorial rápida.","Baixa"
"storage/content/militar/pmto-quadro-de-pracas-da-policia-militar-2025-fgv/questoes/questoes-extraidas.json","JSON de conteúdo/questões","Raciocínio Lógico-Matemático","questoes-extraidas","Conhecimentos Gerais > Raciocínio Lógico-Matemático","pronto para entrar na plataforma","médio","Validar aderência quando o edital oficial for anexado","Nenhum problema crítico detectado","Publicar após revisão editorial rápida.","Baixa"
"material-provas/fgv/provas PM/aluno_oficial_da_pm_discursivansd101_tipo_1.pdf","PDF","Redação","aluno_oficial_da_pm_discursivansd101_tipo_1","Apoio > Redação","pronto para entrar na plataforma","baixo","Validar aderência quando o edital oficial for anexado","Nenhum problema crítico detectado","Complementar teoria, questões e revisão.","Média"
"material-provas/fgv/provas PM/aluno_soldado_da_pm_discursivanmd001_tipo_1.pdf","PDF","Redação","aluno_soldado_da_pm_discursivanmd001_tipo_1","Apoio > Redação","pronto para entrar na plataforma","baixo","Validar aderência quando o edital oficial for anexado","Nenhum problema crítico detectado","Complementar teoria, questões e revisão.","Média"
"material-provas/fgv/provas PM/ns002_-_delegado_de_policia_-_4a_classe_prova_discursivans002_tipo_1.pdf","PDF","Redação","ns002_-_delegado_de_policia_-_4a_classe_prova_discursivans002_tipo_1","Apoio > Redação","pronto para entrar na plataforma","baixo","Validar aderência quando o edital oficial for anexado","Nenhum problema crítico detectado","Complementar teoria, questões e revisão.","Média"
"material-provas/fgv/provas PM/pcrn-delegado-de-policia-civil-substituto-deleg-02-tipo-1-discursiva.pdf","PDF","Redação","pcrn-delegado-de-policia-civil-substituto-deleg-02-tipo-1-discursiva","Apoio > Redação","pronto para entrar na plataforma","baixo","Validar aderência quando o edital oficial for anexado","Nenhum problema crítico detectado","Complementar teoria, questões e revisão.","Média"
"material-provas/fgv/provas PM/pmerj-cfo-prova-discursiva.pdf","PDF","Redação","pmerj-cfo-prova-discursiva","Apoio > Redação","pronto para entrar na plataforma","baixo","Validar aderência quando o edital oficial for anexado","Nenhum problema crítico detectado","Complementar teoria, questões e revisão.","Média"
"src/data/apostilas/banco-temas-redacao-policial.js","apostila/módulo JS","Redação","Banco de Temas de Redação Policial","Apoio > Redação","precisa atualização","alto","Conferir texto vigente/edital 2026","precisa atualização/verificação legislativa","Conferir texto vigente e atualizar antes de publicar.","Alta"
"src/data/apostilas/oab-2fase-treino-discursivas.js","apostila/módulo JS","Redação","OAB 2ª Fase — Treino de Discursivas","Apoio > Redação","fora do edital","alto","Validar aderência quando o edital oficial for anexado","fora do edital PMMA provável","Arquivar fora do pacote PMMA ou manter apenas em biblioteca geral.","Baixa"
"src/data/apostilas/redacao-concursos-policiais.js","apostila/módulo JS","Redação","Redação para Concursos Policiais 10/10 Reescrita de Verdade","Apoio > Redação","pronto para entrar na plataforma","alto","Validar aderência quando o edital oficial for anexado","Nenhum problema crítico detectado","Publicar após revisão editorial rápida.","Baixa"
"src/data/apostilas/redacao-enem.js","apostila/módulo JS","Redação","Redação ENEM","Apoio > Redação","fora do edital","alto","Conferir texto vigente/edital 2026","fora do edital PMMA provável | precisa atualização/verificação legislativa","Arquivar fora do pacote PMMA ou manter apenas em biblioteca geral.","Baixa"
"src/data/apostilas/redacao.js","apostila/módulo JS","Redação","Redação para PMMA","Apoio > Redação","precisa atualização","alto","Conferir texto vigente/edital 2026","precisa atualização/verificação legislativa","Conferir texto vigente e atualizar antes de publicar.","Alta"
"storage/content/leis/clt/artigos.json","JSON de conteúdo/questões","Redação","artigos","Apoio > Redação","fora do edital","baixo","Validar aderência quando o edital oficial for anexado","fora do edital PMMA provável","Arquivar fora do pacote PMMA ou manter apenas em biblioteca geral.","Baixa"
